iter	Logloss
0	0.6611141705
1	0.6263245477
2	0.5940965579
3	0.5613873549
4	0.5345368351
5	0.500316081
6	0.4761753269
7	0.4546985038
8	0.4317846422
9	0.410964081
10	0.3918299038
11	0.3760729834
12	0.3614748135
13	0.3443569815
14	0.3318269406
15	0.3181347388
16	0.3049192744
17	0.2951785097
18	0.2822427915
19	0.2742587325
20	0.2652763531
21	0.2564222245
22	0.247186196
23	0.2379828804
24	0.2299053268
25	0.2216750634
26	0.213155383
27	0.2051955302
28	0.1962807223
29	0.1882962517
30	0.1831182807
31	0.1772926513
32	0.1710348379
33	0.1670477149
34	0.1611782646
35	0.1558678204
36	0.152033417
37	0.1463990879
38	0.1416980175
39	0.1372054827
40	0.1338588556
41	0.1312299508
42	0.12746791
43	0.1243509867
44	0.121597464
45	0.1178659216
46	0.1153988181
47	0.1123287667
48	0.109952764
49	0.1078110308
50	0.1054900145
51	0.1022623873
52	0.1005092894
53	0.0981704797
54	0.09580630899
55	0.09379105641
56	0.09154053099
57	0.08998896994
58	0.08855367688
59	0.0859795621
60	0.08413902403
61	0.0823749311
62	0.08076425004
63	0.07948449889
64	0.07835139101
65	0.07697787587
66	0.07597414301
67	0.07450130766
68	0.07284107441
69	0.0718783429
70	0.07028442724
71	0.06883833674
72	0.06772196138
73	0.06651169494
74	0.06578161073
75	0.06479401247
76	0.06384768784
77	0.0634597166
78	0.06264969339
79	0.06207839999
80	0.06144668865
81	0.06078531786
82	0.06037998396
83	0.05982041322
84	0.05946995941
85	0.05886406454
86	0.05840332177
87	0.05747574388
88	0.05668214099
89	0.05591796574
90	0.05497373617
91	0.05455956405
92	0.05356091599
93	0.05323204583
94	0.05262823929
95	0.05184180075
96	0.0510024985
97	0.05069818643
98	0.05001803588
99	0.04962733458
100	0.04940424142
101	0.0490977726
102	0.04852012313
103	0.04792456339
104	0.04731050631
105	0.04673316288
106	0.04618929716
107	0.04557430075
108	0.04501782006
109	0.04451074279
110	0.04385313248
111	0.04344187828
112	0.04330642826
113	0.04298504748
114	0.04246992512
115	0.04209132612
116	0.04164003479
117	0.04135248788
118	0.04091514466
119	0.04076756456
120	0.0403768577
121	0.04001995342
122	0.03988575467
123	0.0397764891
124	0.0393519694
125	0.03893731878
126	0.03868883425
127	0.03838071839
128	0.03800091661
129	0.03771759605
130	0.03741537229
131	0.03705840048
132	0.03670436614
133	0.03637832014
134	0.03608427991
135	0.0358946083
136	0.03575450272
137	0.03565549051
138	0.03542427129
139	0.0352144735
140	0.03496443493
141	0.03484398609
142	0.03460011356
143	0.03440356915
144	0.03412283041
145	0.03385603511
146	0.03346925846
147	0.03325837472
148	0.0331004845
149	0.03284364011
150	0.03267025384
151	0.03259449986
152	0.03232495454
153	0.03210763257
154	0.03205720353
155	0.03200698901
156	0.03190487259
157	0.03166399522
158	0.03141216833
159	0.03129979961
160	0.03116991814
161	0.03109766498
162	0.03088380727
163	0.03070417308
164	0.03052937995
165	0.03031601424
166	0.03007154987
167	0.02987804304
168	0.02964219431
169	0.02935210453
170	0.02913854604
171	0.02902796519
172	0.02899705097
173	0.02881713497
174	0.02874463757
175	0.02873330644
176	0.02871076232
177	0.02852010286
178	0.02836614389
179	0.02816960774
180	0.02800619795
181	0.02793298394
182	0.02789907098
183	0.02774869186
184	0.02772182153
185	0.02768628402
186	0.02751997592
187	0.02733779088
188	0.02717985238
189	0.02710208033
190	0.02693395111
191	0.02680043703
192	0.02665395637
193	0.0265861316
194	0.02653901181
195	0.02650731258
196	0.02629555469
197	0.02615764284
198	0.02600176565
199	0.02592361095
200	0.02576921851
201	0.02566125908
202	0.02562750862
203	0.02553226069
204	0.02551127727
205	0.02545771463
206	0.02532501088
207	0.02529414877
208	0.02513482359
209	0.02497303701
210	0.02483026789
211	0.02467057737
212	0.02454044635
213	0.02446783083
214	0.02443932286
215	0.02441864169
216	0.02434757082
217	0.02422912793
218	0.02414088515
219	0.02410637464
220	0.02397856659
221	0.02391441999
222	0.02382869467
223	0.02376010434
224	0.02372493925
225	0.0236637067
226	0.02355104754
227	0.02345407059
228	0.02330626102
229	0.02317691273
230	0.02308206084
231	0.02305661761
232	0.02293905692
233	0.02290836138
234	0.02282823969
235	0.02270902485
236	0.02259410313
237	0.02242474468
238	0.02241290694
239	0.02229911375
240	0.02223636642
241	0.02211027367
242	0.02208042776
243	0.02206282817
244	0.02198989764
245	0.02198243423
246	0.02187174838
247	0.02177906983
248	0.02167264522
249	0.02160082643
250	0.02154376827
251	0.02149879789
252	0.02143358238
253	0.02134735386
254	0.02127974926
255	0.02126112882
256	0.02116725222
257	0.02114543548
258	0.02108545173
259	0.02108024645
260	0.02100874704
261	0.02091123787
262	0.02083988502
263	0.02072471135
264	0.02062874159
265	0.02057838476
266	0.02044303054
267	0.02037115108
268	0.02028165386
269	0.02024693499
270	0.02023344356
271	0.02020006986
272	0.02014395865
273	0.02009495325
274	0.0200161446
275	0.02000139307
276	0.01992588326
277	0.01983970178
278	0.01979556235
279	0.01975977287
280	0.01968593531
281	0.01962784859
282	0.01962429408
283	0.01956524138
284	0.01948629736
285	0.01945175687
286	0.01936038588
287	0.01936038119
288	0.0193602929
289	0.01926479047
290	0.0192647894
291	0.01922871152
292	0.01922870691
293	0.0191591338
294	0.01907943598
295	0.01904762946
296	0.01901966262
297	0.01892705581
298	0.01888568952
299	0.01886306363
300	0.01877560644
301	0.01871342756
302	0.01869758913
303	0.01861694961
304	0.01859902025
305	0.01855808515
306	0.0184887073
307	0.01841816889
308	0.01840255576
309	0.01838878248
310	0.01836036957
311	0.01834780862
312	0.01832493832
313	0.01824516473
314	0.01812102602
315	0.01804187844
316	0.01800029162
317	0.01792886409
318	0.01790625135
319	0.01788816848
320	0.01788816653
321	0.01785149153
322	0.01784376791
323	0.01777413306
324	0.01775094229
325	0.01770602077
326	0.01761750091
327	0.01755352789
328	0.01746933769
329	0.01746682636
330	0.01746569953
331	0.01744575719
332	0.01741494471
333	0.01735751289
334	0.0173575103
335	0.01732326259
336	0.01729032485
337	0.01725529746
338	0.01721443171
339	0.0171785707
340	0.0171043108
341	0.0170452686
342	0.01704264786
343	0.01704263575
344	0.01697126825
345	0.01694771651
346	0.01688620812
347	0.01680735266
348	0.01680734073
349	0.0167929467
350	0.01678244208
351	0.01670918023
352	0.01666615715
353	0.01663897425
354	0.0165608285
355	0.01651631907
356	0.01641865783
357	0.01633479602
358	0.01633479259
359	0.01628216756
360	0.01628216223
361	0.01618894247
362	0.01613312099
363	0.01612152273
364	0.01606443645
365	0.01599142466
366	0.01597927423
367	0.01590006316
368	0.01580998355
369	0.01574958738
370	0.01573827735
371	0.01571886549
372	0.01567470045
373	0.01565331038
374	0.01565198471
375	0.01563579118
376	0.01562676587
377	0.01561144565
378	0.01560083909
379	0.01559489049
380	0.01554195271
381	0.01553116315
382	0.01553115145
383	0.01548991655
384	0.01546875058
385	0.0154604565
386	0.01543655409
387	0.01543305888
388	0.01537988501
389	0.01533904779
390	0.01530394552
391	0.01527485876
392	0.0152642074
393	0.01521868873
394	0.01515190422
395	0.0151424499
396	0.01511595917
397	0.01509692939
398	0.01508093099
399	0.01504433288
400	0.01499057279
401	0.01490882275
402	0.01487514106
403	0.01486712872
404	0.01485700427
405	0.01485695142
406	0.01485114245
407	0.01476684903
408	0.0147521369
409	0.01473659486
410	0.01472835187
411	0.01471948074
412	0.01470421849
413	0.01464670398
414	0.01460521924
415	0.01456699876
416	0.01455657859
417	0.01447919126
418	0.0144198484
419	0.01440781146
420	0.01438649853
421	0.01438170375
422	0.01435585372
423	0.01433861766
424	0.01429091246
425	0.01429091183
426	0.01427250376
427	0.01420228272
428	0.01413496948
429	0.0140964579
430	0.01409134266
431	0.01408965629
432	0.01405323596
433	0.01404277832
434	0.01398677878
435	0.01396943149
436	0.01395724032
437	0.01388557294
438	0.01387338033
439	0.01384154588
440	0.01381651975
441	0.01379804479
442	0.01375219329
443	0.01373856569
444	0.01372153463
445	0.01372153101
446	0.01370790767
447	0.01365278479
